epoch,train_loss,train_acc
1,0.4306108925207699,0.5
2,0.43023506975723214,0.5
3,0.42985769844146526,0.5
4,0.42947903954146316,0.5
5,0.4290987805960347,0.5
6,0.4287169105087214,0.5
7,0.42833356608047746,0.5
8,0.4279481362995914,0.5
9,0.4275610688448874,0.5
10,0.42717214513130397,0.5
11,0.4267808254500425,0.5
12,0.42638745642484377,0.5
13,0.42599197755654616,0.5
14,0.42559378655332125,0.5
15,0.4251930239769939,0.5
16,0.4247896670212774,0.5
17,0.42438349681251175,0.5
18,0.42397402081777713,0.5
19,0.42356130258329916,0.5
20,0.4231453088926034,0.5
21,0.42272587935195904,0.5
22,0.4223027591224615,0.5
23,0.42187546054943104,0.5
24,0.42144400937773074,0.5
25,0.4210082333719445,0.5
26,0.4205679619088909,0.5
27,0.42012298449972185,0.5
28,0.4196730978436163,0.5
29,0.4192177989611072,0.5
30,0.4187568691281105,0.5
31,0.41829033478439515,0.5
32,0.41781791430963544,0.5
33,0.41733927332174536,0.5
34,0.4168541494873672,0.5
35,0.4163623846322504,0.5
36,0.41711851327218286,0.5
37,0.4166269071503672,0.5
38,0.4161280845888955,0.5
39,0.41562186997711814,0.5
40,0.4151077793867244,0.5
41,0.41458560420580337,0.5
42,0.41405519296816484,0.5
43,0.41351611147340783,0.5
44,0.4129680624952412,0.5
45,0.412410655385794,0.5
46,0.4118434825805797,0.5
47,0.41126648237107455,0.5
48,0.41067950381113993,0.5
49,0.4100820200043769,0.5
50,0.4094738043574693,0.5
51,0.4088547406293839,0.5
52,0.40822396810971195,0.5
53,0.407581204038459,0.5
54,0.40692673572601556,0.5
55,0.4062596818978217,0.5
56,0.4055802577159979,0.5
57,0.4048881075063355,0.5
58,0.4041825312432703,0.5
59,0.40346292239026926,0.5
60,0.40272953176958515,0.5
61,0.40198200818979535,0.5
62,0.4012203625619475,0.5
63,0.4004438484490467,0.5
64,0.39965226031323553,0.5
65,0.3988450050437722,0.5
66,0.398021981343033,0.5
67,0.3971835671281938,0.5
68,0.396329122073634,0.5
69,0.3954583099744071,0.5
70,0.3945703413136532,0.5
71,0.3936652748601306,0.5
72,0.3927437544076713,0.5
73,0.39180510495267473,0.5
74,0.3908490481930573,0.5
75,0.3898746076756252,0.5
76,0.3888822641526688,0.5
77,0.3878726438524147,0.5
78,0.3868448797565991,0.5
79,0.3857994689590001,0.5
80,0.3847345790133909,0.5
81,0.38365156358525043,0.5
82,0.3825507020747323,0.5
83,0.3814313623490131,0.5
84,0.3802945306769092,0.5
85,0.3791380643529645,0.5
86,0.37796357413544346,0.5
87,0.37677042022062945,0.5
88,0.37556029441908967,0.5
89,0.37433176356721765,0.5
90,0.37308642259606595,0.5
91,0.3718230320010818,0.5
92,0.37054158626961,0.5
93,0.3692431734882744,0.5
94,0.36792831413319016,0.5
95,0.36659748154292826,0.5
96,0.3652502991826858,0.5
97,0.3651567074891311,0.5
98,0.3638004388688505,0.5
99,0.3624299309604151,0.5
100,0.36104646436100385,0.5
101,0.3596487329743736,0.5
102,0.35823880935105556,0.5
103,0.3568173535811989,0.5
104,0.35538362701991266,0.5
105,0.35393935064083637,0.5
106,0.3524853489518911,0.5
107,0.35102244417775363,0.5
108,0.3495500120041406,0.5
109,0.34807020995425697,0.5
110,0.3465838444396492,0.5
111,0.3450918266216343,0.5
112,0.34359488482967127,0.5
113,0.34209362918404684,0.5
114,0.34058921145266385,0.5
115,0.33908001551135314,0.5
116,0.3375687126443583,0.5
117,0.336057280186572,0.5
118,0.3345470689490191,0.5
119,0.33303897054564047,0.5
120,0.33152889318205725,0.5
121,0.3300218537519286,0.5
122,0.32852002338498343,0.5
123,0.3270241130509155,0.5
124,0.32552782175686623,0.5
125,0.32404055923507347,0.5
126,0.32256328299600767,0.5
127,0.3210863722493986,0.5
128,0.31962185212709215,0.5
129,0.3181666106378609,0.5
130,0.31671612833316864,0.625
131,0.3152817999843994,0.625
132,0.3138524008731274,0.625
133,0.3124388518539418,0.625
134,0.31103493173771835,0.625
135,0.3096426428473009,0.625
136,0.3082643900894517,0.625
137,0.3068992918761424,0.625
138,0.3055473992747477,0.625
139,0.30420843843181355,0.625
140,0.30288453916026814,0.625
141,0.3015760425902889,0.625
142,0.3002780402115405,0.625
143,0.2990038089636996,0.625
144,0.2977330647753518,0.625
145,0.2964850282393354,0.625
146,0.2952491195658067,0.625
147,0.29402769922489924,0.625
148,0.2928279860730073,0.625
149,0.2916330012015158,0.625
150,0.29046027159114207,0.625
151,0.2893021935392236,0.625
152,0.28815473533179425,0.625
153,0.28702269176886785,0.625
154,0.2859109348371578,0.625
155,0.2848044934355154,0.625
156,0.28371654607261787,0.625
157,0.28264302022847376,0.625
158,0.2815819494358981,0.625
159,0.28053267200995624,0.625
160,0.27949629118971897,0.625
161,0.2784760339155907,0.625
